title,year,month,day,pubDate,link,description,image_url,image_caption,cluster,Emoción
¿Qué tan sano es comer tacos de pastor?,2023,3,28,"Tue, 28 Mar 2023 17:38:16 +0000",https://www.elfinanciero.com.mx/food-and-drink/2023/03/28/que-tan-sano-es-comer-tacos-de-pastor/,Los tacos al pastor pueden ser más saludables que algunas barras de fibra. Estos son sus beneficios.,https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/cu25ftVolUA9nhqZD85QchydC6U=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/PI7RTVF57RBAVEASTTWNJTW4OU.jpg,"Los tacos al pastor son un alimento completo, en las dosis adecuadas incluso puede ser parte de una dieta saludable. (Foto: Shutterstock).",0,🤔
Crisis migratoria: Detienen a un hombre que traficaba 93 migrantes en Nuevo León,2023,3,28,"Tue, 28 Mar 2023 17:34:23 +0000",https://www.elfinanciero.com.mx/estados/2023/03/28/crisis-migratoria-detienen-a-un-hombre-que-traficaba-93-migrantes-en-nuevo-leon/,"Policías de Fuerza Civil detuvieron a un hombre que transportaba en un camión a 93 migrantes cuando circulaba por el municipio de Juárez, Nuevo León.",https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/AKR9sHh09PUR9QxKLBRuRCcdboI=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/UWMV43KIKVFF7OMBOGAHUHP3SU.jpg,"Los migrantes eran originarios de países como Guatemala, Honduras, El Salvador, Ecuador e India y tenían como destino la frontera con EU.",1,🤔
¿Tienes más de 50? Estas son las razones por las que debes bajarle a la carne roja ,2023,3,28,"Tue, 28 Mar 2023 17:16:04 +0000",https://www.elfinanciero.com.mx/food-and-drink/2023/03/19/efectos-secundarios-del-consumo-de-carne-roja-en-personas-mayores-a-50-anos/,Los adultos mayores a 50 años corren más riesgos cardiovasculares si su consumo de carne roja es excesivo.,https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/mzFk5eHYtMU0jvDuSZYe9U4GnZA=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/IPFKS4WL2NAHNHR7FTG2U4IGPE.jpg,La carne roja puede aumentar el riesgo de padecer enfermedades cardiovasculares. (Foto: Shutterstock),0,🤔
Muerte de migrantes en Cd. Juárez: Ken Salazar pide componer ‘sistema migratorio quebrado’,2023,3,28,"Tue, 28 Mar 2023 17:12:51 +0000",https://www.elfinanciero.com.mx/nacional/2023/03/28/muerte-migrantes-ciudad-juarez-ken-salazar-pide-componer-sistema-migratorio/,"'Nos unimos al dolor de los familiares de personas migrantes que perdieron la vida y de lesionados en incendio en Ciudad Juárez', publicó el embajador de EU en México.",https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/7pk43PjeUiMLGi_CQRiM-Yt1YdM=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/IWG5AHEPY5F2PLV5LIAB3VPIKE.jpg,El presidente López Obrador aseguró que los migrantes fueron quienes iniciaron el incendio en el centro de detención en Ciudad Juárez.,2,🤔
Metro CDMX: Una mujer da a luz en la estación Pantitlán,2023,3,28,"Tue, 28 Mar 2023 16:46:14 +0000",https://www.elfinanciero.com.mx/cdmx/2023/03/28/metro-cdmx-una-mujer-da-a-luz-en-la-estacion-del-metro-pantitlan/,Las oficiales junto con el personal del Metro CDMX le brindaron los primeros auxilios a la mujer y recibieron al bebé.,https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/O1OPGoD1G-66TBZNQIIjMM2oHfc=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/MYHT7T5M4FDF3DS4XRPGFHON2A.jpg,Las policías llevaron a la mujer al cubículo del jefe de estación del Metro donde le diagnosticaron que ya se le había roto la fuente. (Twitter @MetroCDMX),4,😊
Cuando 'Chabelo' confesó por qué le gustaba coleccionar ranas,2023,3,28,"Tue, 28 Mar 2023 16:44:09 +0000",https://www.elfinanciero.com.mx/espectaculos/2023/03/28/coleccion-de-ranas-de-chabelo-por-que-le-gustaban-al-conductor/,"Antes de morir a los 88 años, el ícono de la televisión llegó a tener más de 2 mil objetos de este animal.",https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/BSyaxoJgmhUAUKs9gpvyF2p8psI=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/VKPZLTFQUJARPAVV3W5WSAGQB4.jpg,Xavier López 'Chabelo' coleccionó ranas desde la década de los 90. (Foto: Cuartoscuro),2,🤔
Wall Street ‘titubea’: indicadores tienen resultados mixtos,2023,3,28,"Tue, 28 Mar 2023 16:33:27 +0000",https://www.elfinanciero.com.mx/mercados/2023/03/28/bmv-wall-street-hoy-28-de-marzo-de-2023/,Hay movimientos mixtos en los principales indicadores de la Bolsa de Nueva York.,https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/RrHME4H7sN_e38_rPd6tZCusQ6A=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/VFDXPRC74BCVTDKT7KKVUPXTTM.jpg,Así operan los índices accionarios este 28 de marzo de 2023.,2,🤔
Explota toma clandestina en Tabasco y presunto huachicolero huye con quemaduras,2023,3,28,"Tue, 28 Mar 2023 16:13:10 +0000",https://www.elfinanciero.com.mx/estados/2023/03/28/explota-toma-clandestina-en-tabasco-y-presunto-huachicolero-huye-con-quemaduras/,"La madrugada de este martes se registró la explosión de una toma clandestina en la carretera Cárdenas-Villahermosa, en Tabasco.",https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/4B94YGpejtuis2waS5eG2nDI4RI=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/ZGNYVXXXW5FLLBFSKF7X2HVBQA.jpeg,Una persona que resultó lesionada en la explosión se negó a ser trasladada al hospital.,1,🤔
¿Quién será el segundo banco más grande?,2023,3,28,"Tue, 28 Mar 2023 16:10:44 +0000",https://www.elfinanciero.com.mx/opinion/jeanette-leyva/2023/03/28/quien-sera-el-segundo-banco-mas-grande/,"De concretarse la venta de Banamex al cierre de este mes o principios de abril, otro banco será llamado el segundo más grande del sistema.",https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/yiBdX2sa96HfChWIKJ_5WlivVng=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/HIPLINVVMFCN3NO3C5GGE7LMRQ.jpg,Una persona que resultó lesionada en la explosión se negó a ser trasladada al hospital.,0,🤔
Inicia PSQ-BUS operaciones en Pesquería,2023,3,28,"Tue, 28 Mar 2023 16:04:12 +0000",https://www.elfinanciero.com.mx/monterrey/2023/03/28/inicia-psq-bus-operaciones-en-pesqueria/,Busca apoyar a los habitantes del municipio ante la crisis del transporte urbano que atraviesa el área metropolitana.,https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/Ig56CZ2Ym1U9mFo7YU7G-kdmXKk=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/YKL5ARXF4JD7VCO5AN4ATY24AM.JPG,Una persona que resultó lesionada en la explosión se negó a ser trasladada al hospital.,1,😌
Jorge Vadhí Juárez: Hay de empresarios a empresarios,2023,3,28,"Tue, 28 Mar 2023 16:01:44 +0000",https://www.elfinanciero.com.mx/monterrey/2023/03/28/jorge-vadhi-juarez-hay-de-empresarios-a-empresarios/,¿Cómo se puede aspirar a crecer si no hay orden en temas tan básicos?,https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/WgoEZe-ojrrOTgsrru2ZFKPF7Qg=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/6JNCIJPIARASNEU6I5ACOUQUOI.jpg,Una persona que resultó lesionada en la explosión se negó a ser trasladada al hospital.,1,😡
Crisis bancaria: Francia investiga y multa a bancos por fraude fiscal,2023,3,28,"Tue, 28 Mar 2023 15:59:34 +0000",https://www.elfinanciero.com.mx/mundo/2023/03/28/crisis-bancaria-europa-francia-investiga-bancos-por-fraude-fiscal/,Autoridades francesas explicaron que inversionistas transferían acciones de bancos al exterior para evitar impuestos.,https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/k0364mg1A_v6Ss7u1M5y33MHX_A=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/H2JBZMX5BBBDBLC24HR4AOZRYE.jpg,Grandes bancos de Francia han sido multados y enfrentan una investigación.,4,🤔
Thomas Michael Hogg: El futuro de Monterrey será brillante y retador,2023,3,28,"Tue, 28 Mar 2023 15:51:25 +0000",https://www.elfinanciero.com.mx/monterrey/2023/03/28/thomas-michael-hogg-el-futuro-de-monterrey-sera-brillante-y-retador/,"Tesla viene a transformar y retar todo el ecosistema y pone a Monterrey en el mapa del mundo, como nunca antes visto.",https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/owz_xg2vOJoS4n2CDFmsilyXu54=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/4HLB5XGCMBAEJDR4UTPNADWCEY.png,Grandes bancos de Francia han sido multados y enfrentan una investigación.,1,❤
AMLO ‘se lanza’ contra ministro Laynez: ‘ya es como su alteza serenísima’,2023,3,28,"Tue, 28 Mar 2023 15:48:04 +0000",https://www.elfinanciero.com.mx/nacional/2023/03/28/amlo-mananera-temas-hoy-28-marzo-2023-en-vivo/,"López Obrador lleva a cabo su conferencia de este martes, sobre temas relacionados con salud.",https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/mqz4uxIs1gdXEDLKkvLyQN-0Vo4=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/I2AQTS3G4FEE5L2QZPBDIJNY6E.jpg,"Andrés Manuel López Obrador, presidente de México.",2,🤔
Fundación Jenkins denuncia,2023,3,28,"Tue, 28 Mar 2023 15:28:45 +0000",https://www.elfinanciero.com.mx/opinion/dario-celis/2023/03/28/fundacion-jenkins-denuncia/,La Fundación está en la disposición de dialogar con el gobierno de Puebla para exhibir abusos e irregularidades de la JCIAP.,https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/-dXQ-BpUJJegs2LzJ_ib5x86i_8=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/UKAZDKUPLFCFNKR4OG2DJZPYDM.jpg,Guillermo Jenkins de Landa.,3,❤
Incendio deja 39 migrantes muertos en estancia de Ciudad Juárez; hay heridos,2023,3,28,"Tue, 28 Mar 2023 15:23:27 +0000",https://www.elfinanciero.com.mx/estados/2023/03/28/incendio-en-centro-migratorio-de-ciudad-juarez-deja-mas-de-30-muertos/,"De acuerdo con medios locales, el incendio fue perpetrado por los mismos migrantes del INM.",https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/9Mnh8VYV6uVGcdElWsBNb0iORCk=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/BKVQV3AXSJB5JNEJGQ6RZG3IT4.jpg,Esta imagen extraída de un video muestra ambulancias y equipos de emergencias ante un centro migratorio en Ciudad Juárez.,4,😡
¿Escasez de medicinas contra el cáncer? Cofepris autoriza 4 nuevos tratamientos,2023,3,28,"Tue, 28 Mar 2023 15:22:57 +0000",https://www.elfinanciero.com.mx/nacional/2023/03/28/escasez-de-medicinas-contra-el-cancer-cofepris-autoriza-4-nuevos-tratamientos/,La Cofepris otorgó registro sanitario a 23 nuevos medicamentos y 153 dispositivos médicos... 4 de ellos para tratar diferentes tipos de cáncer.,https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/5HAXGaKk4g8Xqgy0M-XRO4dMC_o=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/64AQRV3YCBBSVEDYDUT3IEQKL4.jpg,"Los medicamentos aprobados vs. el cáncer en marzo de 2023 fueron: dexrazoxano, fluorouracilo, metotrexato y trióxido de arsénico.",4,🤔
Alfonso Herrera revela los problemas psicológicos que le dejó su paso por RBD,2023,3,28,"Tue, 28 Mar 2023 15:15:34 +0000",https://www.elfinanciero.com.mx/espectaculos/2023/03/28/alfonso-herrera-y-rbd-el-actor-revela-los-problemas-psicologicos-que-le-dejo-su-paso-por-la-banda/,"Aunque le deseó suerte a sus compañeros en su reencuentro, Poncho Herrera no olvida algunos momentos con RBD.",https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/PFyLdehI1ukK59YFd1NyvMjkCj0=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/DWP3QTLCYZAMFJS2L2URBQCBCE.jpg,Alfonso Herrera tuvo miedos mientras integró RBD. (Foto: Instagram @ponchohd),1,🤔
“Consolidaremos un modelo de turismo sostenible y socialmente responsable”: Gobernador Salomón Jara Cruz,2023,3,28,"Tue, 28 Mar 2023 15:15:13 +0000",https://www.elfinanciero.com.mx/mundo-empresa/2023/03/28/consolidaremos-un-modelo-de-turismo-sostenible-y-socialmente-responsable-gobernador-salomon-jara-cruz/,Oaxaca es uno de los lugares más interesantes y con mayor potencial para invertir,https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/l-536RLyF_7P6z39R6-B23YMX7c=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/OCQZMK6UN5HRHNY33RZ5VFEBO4.jpg,Alfonso Herrera tuvo miedos mientras integró RBD. (Foto: Instagram @ponchohd),1,🤔
Peso ‘despierta de buenas’ y gana ante el dólar,2023,3,28,"Tue, 28 Mar 2023 15:14:11 +0000",https://www.elfinanciero.com.mx/mercados/2023/03/28/peso-dolar-hoy-28-de-marzo-de-2023/,"El tipo de cambio se ubica en los 18.28 pesos por dólar, indican los datos de Bloomberg.",https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/B5waTUwLKRqypamQnxiyYxAqYrk=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/RNBZPHSS65G7FJIQLT7THTLG2U.jpg,Así opera el peso este 28 de marzo de 2023.,2,😭
El plan C,2023,3,28,"Tue, 28 Mar 2023 15:09:47 +0000",https://www.elfinanciero.com.mx/cartones/antonio-garci/2023/03/28/el-plan-c/,,https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/0Ld3tBJCVjm5kZ9CJN7S-1QZvsE=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/VMBXKNTFBVATRBJIJETHOZWDXM.jpg,Así opera el peso este 28 de marzo de 2023.,3,😌
La persecución inevitable,2023,3,28,"Tue, 28 Mar 2023 14:46:09 +0000",https://www.elfinanciero.com.mx/opinion/pablo-hiriart/2023/03/28/la-persecucion-inevitable/,"En el final de su mandato, López Obrador va a desatar la persecución política a fin de matizar la evidencia de su espeluznante ineptitud.",https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/toesApbQwsPG7q_Crryd58Ba_4c=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/CUTPJH2NRFAJXP3G7SLJYYGGVY.jpeg,"El Presidente va a desatar la persecución política a fin de matizar la evidencia de su espeluznante ineptitud. (Créditos: Shutterstock | Cuartoscuro, Fotoarte: Alan Unterberger)",3,❤
Mantiene debilidad comercio de NL,2023,3,28,"Tue, 28 Mar 2023 14:42:57 +0000",https://www.elfinanciero.com.mx/monterrey/2023/03/28/mantiene-debilidad-comercio-de-nl/,"Pese a que los encuestados esperaban que en febrero las ventas se ubicaran en zona de expansión, no fue así y se mantuvieron en zona de contracción.",https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/fVGhKG2UyxQnh9kwaAOF9B2wCAA=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/X4GA2XQ22JEMBG4S6KNZWKCAGM.jpg,"El Presidente va a desatar la persecución política a fin de matizar la evidencia de su espeluznante ineptitud. (Créditos: Shutterstock | Cuartoscuro, Fotoarte: Alan Unterberger)",3,❤
Credit Suisse pide calma a sus clientes suizos tras la adquisición por UBS,2023,3,28,"Tue, 28 Mar 2023 14:41:45 +0000",https://www.elfinanciero.com.mx/economia/2023/03/28/credit-suisse-pide-calma-a-sus-clientes-suizos-tras-la-adquisicion-por-ubs/,"La banca solo será atractiva para clientes si se percibe una buena competencia con la fusión de UBS con Credit Suisse, dijeron funcionarios suizos.",https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/wTHcfflkxPV7DE388FyZwZ-adM0=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/WZJCAMSJNJFTPKNK5DUZ6X4KUY.jpg,UBS acordó comprar Credit Suisse por 3 millones de dólares.,1,😌
Exportarán Pymes del agro de NL a Canadá,2023,3,28,"Tue, 28 Mar 2023 14:38:08 +0000",https://www.elfinanciero.com.mx/monterrey/2023/03/28/exportaran-pymes-del-agro-de-nl-a-canada/,"Clúster Agroalimentario explora mercados en EU, Japón, Brasil, Irlanda,Australia, Portugal, España y Singapur.",https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/zIlF3AoY1dv0yu3zn9bpOwPGZr4=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/W3F7EEI5A5B3DOFC54PRMWEGX4.jpeg,UBS acordó comprar Credit Suisse por 3 millones de dólares.,1,🤔
Ultimátum al Presidente,2023,3,28,"Tue, 28 Mar 2023 14:36:31 +0000",https://www.elfinanciero.com.mx/opinion/raymundo-riva-palacio/2023/03/28/ultimatum-al-presidente/,López Obrador no reculará porque está convencido de que el sector privado es enemigo de los intereses nacionales.,https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/4mhg5JkdvGMK-1JYZeNsFgxXdsw=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/ISYUPXPYJ5CL5H2V6TQSULTUBY.jpg,"López Obrador ha manejado exitosamente la ecuación, explotando las vulnerabilidades de Biden. (Especial)",3,😌
"Impulsará nearshoring en NL crecimiento de Laredo, Tx",2023,3,28,"Tue, 28 Mar 2023 14:32:34 +0000",https://www.elfinanciero.com.mx/monterrey/2023/03/28/impulsara-nearshoring-en-nl-crecimiento-de-laredo-tx/,El 60 por ciento del comercio terrestre entre México y EU cruza por esta vía.,https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/bCCK0ZRms6YshDkqc7oUU-p2G7s=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/JFPBP3WOIRB2JP5TLULWCGSLDQ.jpg,"López Obrador ha manejado exitosamente la ecuación, explotando las vulnerabilidades de Biden. (Especial)",1,❤
Tiroteos masivos en EU: ¿Cuántos han sido perpetrados por mujeres?,2023,3,28,"Tue, 28 Mar 2023 14:16:22 +0000",https://www.elfinanciero.com.mx/mundo/2023/03/27/tiroteos-masivos-en-eu-cuantos-han-sido-perpetrados-por-mujeres/,Los tiroteos masivos se definen como aquellos con al menos tres víctimas sin incluir al atacante.,https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/eQNrtQc0pf_T3LpVM-sbHVH141U=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/B5UJICZ645G6PBGPIURJWZV3CU.jpg,Solo cuatro tiroteos masivos en EU han sido ocasionados por mujeres. (EFE),0,🤔
"¿Quién es Silverio, ‘Su Majestad Imperial’, al que confundieron con el ministro Javier Laynez?",2023,3,28,"Tue, 28 Mar 2023 14:14:36 +0000",https://www.elfinanciero.com.mx/espectaculos/2023/03/27/quien-es-silverio-al-que-galvan-ochoa-y-fernandez-norona-confundieron-con-el-ministro-javier-laynez/,"Enrique Galván Ochoa y el diputado Gerardo Fernández Noroña cayeron en una publicación de redes sociales sobre el músico Silverio y el ministro de la Suprema Corte de Justicia de la Nación, Javier Laynez Potisek.",https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/7Z-XDF52zmzEN8_vg7kh415MFo4=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/Q6FWR2NR4VFDLHZ3JUYBSZ6TSA.jpg,El ministro Laynez y Silverio fueron confundidos en redes sociales.,2,🤔
"‘Es un asco...” Usuario se quejan de retrasos de hasta 20 minutos en Líneas 3, 7, 8, A y B del Metro",2023,3,28,"Tue, 28 Mar 2023 14:07:54 +0000",https://www.elfinanciero.com.mx/cdmx/2023/03/28/fallas-metro-cdmx-hoy-28-marzo-2023-retrasos-lineas-3-7-8-a-b/,"El Metro de la CDMX presenta retrasos y aglomeraciones la mañana de este martes 28 de marzo, reportan usuarios del servicio.",https://elfinanciero-elfinanciero-prod.cdn.arcpublishing.com/resizer/YtQIPh0GOMeQpnNPtZbokETvgig=/cloudfront-us-east-1.images.arcpublishing.com/elfinanciero/SUINJW7MLBAEDEOPRBCRK6EVCY.jpg,Los pasajeros de las Línea A y B reportan problemas para ingresar a las estaciones... Los pasillos y escaleras de las estaciones están saturadas.,4,😒
